"name","gender","age","measurements","height","profile_view","status","orientation","subscribe","video_view","rank","weight","info_text","verified"
"Sherry Wynne",NA,NA,NA,NA,NA,NA,NA,NA,"4,913,982","
				4054			",NA,"","0"
"Lilith Shayton",NA,NA,NA,NA,NA,NA,NA,NA,"15,811,433","
				4092			",NA,"Birthplace:
							Miami, Florida, United States of America","0"
"Olivia Parrish",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"952,102","
				4593			","Weight:
							129 lbs (59 kg)","Born:
							1968-05-31,Birthplace:
							Monterrey, California, United States of America,Height:
							5 ft 5 in (165 cm),Weight:
							129 lbs (59 kg)","0"
"Mazzeratie Monica",NA,NA,NA,NA,NA,NA,NA,NA,"1,387,653","
				4585			",NA,"","0"
"Nyomi Star",NA,NA,NA,NA,NA,NA,NA,NA,"1,305,933","
				4385			",NA,"","0"
"Mackenzie Star",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"279,078","
				4841			","Weight:
							119 lbs (54 kg)","Born:
							1978-01-18,Birthplace:
							Florida, United States of America,Height:
							5 ft 6 in (168 cm),Weight:
							119 lbs (54 kg)","0"
"Tiffany Rose",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"279,734","
				4812			","Weight:
							112 lbs (51 kg)","Born:
							1980-09-15,Birthplace:
							Budapest, Hungary,Height:
							5 ft 4 in (163 cm),Weight:
							112 lbs (51 kg)","0"
"Sidney Alexis",NA,NA,NA,"Height:
							5 ft 10 in (178 cm)",NA,NA,NA,NA,"991,539","
				3952			","Weight:
							154 lbs (70 kg)","Born:
							1998-12-09,Birthplace:
							Princeton, Indiana, United States of America,Height:
							5 ft 10 in (178 cm),Weight:
							154 lbs (70 kg)","0"
"Barbarella",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"453,490","
				4237			","Weight:
							115 lbs (52 kg)","Born:
							1981-02-02,Birthplace:
							Budapest, Hungary,Height:
							5 ft 6 in (168 cm),Weight:
							115 lbs (52 kg)","0"
"July Sun",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"692,463","
				4707			","Weight:
							110 lbs (50 kg)","Born:
							1988-10-21,Birthplace:
							Potsdam, Brandenburg, Germany,Height:
							5 ft 7 in (170 cm),Weight:
							110 lbs (50 kg)","0"
"Betty Page",NA,NA,NA,NA,NA,NA,NA,NA,"105,721","
				3776			",NA,"","0"
"Dalny Marga",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"6,939,190","
				4272			","Weight:
							115 lbs (52 kg)","Born:
							1968-01-24,Birthplace:
							United States of America,Height:
							5 ft 4 in (163 cm),Weight:
							115 lbs (52 kg)","0"
"Goddess Alexandra Snow","Gender:
							Female","Aug 20, 1985","Measurements:
								32G-27-34","Height:
								5 ft 5 in (165 cm)","Pornstar Profile Views:
								49,377","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        10K        ","
        12.2M        ","
                                                            
                                                    4297            ","Weight:
								139 lbs (63 kg)","Gender:
							Female,Birthday:
							Aug 20, 1985,Age:
							33,Measurements:
								32G-27-34,Height:
								5 ft 5 in (165 cm),Weight:
								139 lbs (63 kg),Ethnicity:
								White,Background:
								Italian, Native American,Hair Color:
								Black,Piercings:
							Yes,Relationship status:
							Open,Interested in:
							Guys and Girls,Hometown:
							Galveston, TX,City and Country:
							Columbus, US,Pornstar Profile Views:
								49,377,Career Status:
							Active
                        ,Career Start and End:
							
								 to
								Present							
						,Profile Views:
                                107,153,Videos Watched:
                                251,Joined:
                                2 years ago","1"
"Lenka Gaborova",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"3,782,062","
				4241			","Weight:
							106 lbs (48 kg)","Born:
							1982-08-23,Birthplace:
							Czech Republic,Height:
							5 ft 4 in (163 cm),Weight:
							106 lbs (48 kg)","0"
"Maya Gates",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"7,014,500","
				4552			","Weight:
							110 lbs (50 kg)","Born:
							1986-01-06,Birthplace:
							Bucharest, Romania,Height:
							5 ft 4 in (163 cm),Weight:
							110 lbs (50 kg)","0"
"Nikki Litte",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"552,167","
				4957			","Weight:
							114 lbs (52 kg)","Born:
							1996-07-18,Birthplace:
							Valencia, Spain,Height:
							5 ft 5 in (165 cm),Weight:
							114 lbs (52 kg)","0"
"Gemini Lovell",NA,NA,NA,NA,NA,NA,NA,NA,"5,856,035","
				4208			",NA,"","0"
"Nadia Lopez",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"4,807,258","
				4797			","Weight:
							115 lbs (52 kg)","Born:
							1986-11-28,Birthplace:
							Phoenix, Arizona, United States of America,Height:
							5 ft 5 in (165 cm),Weight:
							115 lbs (52 kg)","0"
"Judy Star",NA,NA,NA,"Height:
							5 ft 0 in (152 cm)",NA,NA,NA,NA,"11,133,222","
				4668			","Weight:
							108 lbs (49 kg)","Born:
							1982-04-08,Birthplace:
							St-Amable, Quebec, Canada,Height:
							5 ft 0 in (152 cm),Weight:
							108 lbs (49 kg)","0"
"Penelope Piper",NA,NA,NA,"Height:
							5 ft 1 in (155 cm)",NA,NA,NA,NA,"2,253,958","
				4563			","Weight:
							123 lbs (56 kg)","Born:
							1987-02-23,Birthplace:
							San Salvador, El Salvador,Height:
							5 ft 1 in (155 cm),Weight:
							123 lbs (56 kg)","0"
"Tiffany Angel",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"603,570","
				4488			","Weight:
							108 lbs (49 kg)","Born:
							1985-05-05,Birthplace:
							Germany,Height:
							5 ft 5 in (165 cm),Weight:
							108 lbs (49 kg),Website:
							Official Site","0"
"Karen Summers",NA,NA,NA,NA,NA,NA,NA,NA,"3,928,710","
				4361			",NA,"","0"
"Daytona Hale","Gender:
							Female","Nov 17, 1992","Measurements:
								--",NA,"Pornstar Profile Views:
								443","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        6.7K        ","
        2.5M        ","
                                                            
                                                    4342            ",NA,"Gender:
							Female,Birthday:
							Nov 17, 1992,Age:
							26,Measurements:
								--,Relationship status:
							Single,Interested in:
							Guys and Girls,City and Country:
							Big Boob Land, US,Pornstar Profile Views:
								443,Career Status:
							Active
                        ,Career Start and End:
							
								 to
								Present							
						,Profile Views:
                                48,991,Videos Watched:
                                116,Joined:
                                1 year ago","1"
"Raquel Adan",NA,NA,NA,NA,NA,NA,NA,NA,"746,225","
				4386			",NA,"Birthplace:
							Spain","0"
"Ariel Spinner",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"450,048","
				4769			","Weight:
							106 lbs (48 kg)","Born:
							1991-01-28,Height:
							5 ft 3 in (160 cm),Weight:
							106 lbs (48 kg)","0"
"Sabrina Jade",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"4,248,364","
				4276			","Weight:
							104 lbs (47 kg)","Born:
							1981-11-28,Birthplace:
							United States of America,Height:
							5 ft 3 in (160 cm),Weight:
							104 lbs (47 kg)","0"
"Patty Page",NA,NA,NA,NA,NA,NA,NA,NA,"776,283","
				4752			",NA,"Born:
							1979-07-28,Birthplace:
							Hungary","0"
"Sung Hi Lee",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"800,226","
				4520			","Weight:
							106 lbs (48 kg)","Born:
							1970-04-01,Birthplace:
							Seoul, Korea, Republic of,Height:
							5 ft 4 in (163 cm),Weight:
							106 lbs (48 kg)","0"
"Pressley Carter",NA,NA,NA,"Height:
							5 ft 2 in (157 cm)",NA,NA,NA,NA,"17,749,869","
				4641			","Weight:
							99 lbs (45 kg)","Born:
							1992-02-10,Birthplace:
							Los Angeles, California, United States of America,Height:
							5 ft 2 in (157 cm),Weight:
							99 lbs (45 kg)","0"
"Jennifer Best",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"24,704,280","
				5044			","Weight:
							115 lbs (52 kg)","Born:
							1980-03-23,Birthplace:
							Santa Fe, New Mexico, United States of America,Height:
							5 ft 6 in (168 cm),Weight:
							115 lbs (52 kg)","0"
"Danielle Staub",NA,NA,NA,"Height:
							5 ft 9 in (175 cm)",NA,NA,NA,NA,"1,613,580","
				3582			",NA,"Born:
							1962-07-29,Birthplace:
							Wayne, New Jersey, United States of America,Height:
							5 ft 9 in (175 cm)","0"
"Amilian Kush",NA,NA,NA,NA,NA,NA,NA,NA,"724,419","
				4553			",NA,"","0"
"Lani Lane",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"4,727,756","
				4503			","Weight:
							104 lbs (47 kg)","Born:
							1980-08-27,Birthplace:
							Hawaii, United States of America,Height:
							5 ft 3 in (160 cm),Weight:
							104 lbs (47 kg)","0"
"Bunny Luv",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"1,312,777","
				4652			","Weight:
							108 lbs (49 kg)","Born:
							1979-09-12,Height:
							5 ft 4 in (163 cm),Weight:
							108 lbs (49 kg)","0"
"Syren",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"19,164,945","
				4314			","Weight:
							115 lbs (52 kg)","Born:
							1971-05-21,Birthplace:
							Philippines,Height:
							5 ft 6 in (168 cm),Weight:
							115 lbs (52 kg)","0"
"Stevie Foxx",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"2,650,130","
				4714			","Weight:
							115 lbs (52 kg)","Born:
							1993-05-02,Birthplace:
							United States of America,Height:
							5 ft 7 in (170 cm),Weight:
							115 lbs (52 kg)","0"
"Cindy Carson",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"3,852,663","
				4712			",NA,"Born:
							1997-07-30,Birthplace:
							Hungary,Height:
							5 ft 6 in (168 cm)","0"
"Angelique",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"3,475,193","
				4240			","Weight:
							132 lbs (60 kg)","Born:
							1969-04-16,Birthplace:
							Sao Paulo, Brazil,Height:
							5 ft 4 in (163 cm),Weight:
							132 lbs (60 kg)","0"
"Jessica Blue",NA,NA,NA,"Height:
							5 ft 9 in (175 cm)",NA,NA,NA,NA,"640,698","
				5648			","Weight:
							115 lbs (52 kg)","Birthplace:
							Barcelona, Catalonia, Spain,Height:
							5 ft 9 in (175 cm),Weight:
							115 lbs (52 kg)","0"
"Lana Cox",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"2,494,709","
				4675			","Weight:
							110 lbs (50 kg)","Born:
							1969-07-07,Birthplace:
							Moscow, Russia,Height:
							5 ft 6 in (168 cm),Weight:
							110 lbs (50 kg)","0"
"April McKenzie",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"2,401,571","
				4521			","Weight:
							145 lbs (66 kg)","Born:
							1984-07-25,Birthplace:
							Georgia, Florida, United States of America,Height:
							5 ft 4 in (163 cm),Weight:
							145 lbs (66 kg)","0"
"Rachel Adjani",NA,"1991-12-01",NA,"Height:
						5 ft 1 in (155 cm)",NA,NA,NA,NA,"1,316,913","
				4811			","Weight:
						95 lbs (43 kg)","Born:
						1991-12-01,Birthplace:
						France,Height:
						5 ft 1 in (155 cm),Weight:
						95 lbs (43 kg)","0"
"Rikki Nyx",NA,NA,NA,"Height:
							4 ft 11 in (150 cm)",NA,NA,NA,NA,"1,846,953","
				3384			","Weight:
							95 lbs (43 kg)","Birthplace:
							Pennsylvania, United States of America,Height:
							4 ft 11 in (150 cm),Weight:
							95 lbs (43 kg)","0"
"Fujiko Kano",NA,NA,NA,"Height:
							5 ft 2 in (157 cm)",NA,NA,NA,NA,"4,061,336","
				4465			","Weight:
							106 lbs (48 kg)","Born:
							1972-04-18,Birthplace:
							Fukuoka Prefecture, Japan,Height:
							5 ft 2 in (157 cm),Weight:
							106 lbs (48 kg)","0"
"Sammie Sparks",NA,NA,NA,"Height:
							5 ft 2 in (157 cm)",NA,NA,NA,NA,"1,784,666","
				4518			","Weight:
							115 lbs (52 kg)","Born:
							1961-11-17,Birthplace:
							Virginia, United States of America,Height:
							5 ft 2 in (157 cm),Weight:
							115 lbs (52 kg)","0"
"Dallas Diamondz",NA,NA,NA,"Height:
							5 ft 8 in (173 cm)",NA,NA,NA,NA,"6,039,474","
				4333			","Weight:
							134 lbs (61 kg)","Birthplace:
							United States of America,Height:
							5 ft 8 in (173 cm),Weight:
							134 lbs (61 kg)","0"
"Nicole Clitman",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"1,873,120","
				4683			","Weight:
							121 lbs (55 kg)","Born:
							1992-12-18,Birthplace:
							Los Angeles, California, United States of America,Height:
							5 ft 3 in (160 cm),Weight:
							121 lbs (55 kg)","0"
"Ashley Edmonds",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"4,953,140","
				4478			","Weight:
							115 lbs (52 kg)","Born:
							1983-09-25,Birthplace:
							California, United States of America,Height:
							5 ft 6 in (168 cm),Weight:
							115 lbs (52 kg)","0"
"Pamela Spice",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"301,591","
				4703			","Weight:
							106 lbs (48 kg)","Birthplace:
							Bogota, Colombia,Height:
							5 ft 4 in (163 cm),Weight:
							106 lbs (48 kg)","0"
"Kristina Black",NA,NA,NA,NA,NA,NA,NA,NA,"3,015,911","
				4831			",NA,"","0"
"Lux Lives","Gender:
							Female","Apr 18, 1991","Measurements:
								--",NA,"Pornstar Profile Views:
								366","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        10.4K        ","
        3.4M        ","
                                                            
                                                    4181            ",NA,"Gender:
							Female,Birthday:
							Apr 18, 1991,Age:
							27,Measurements:
								--,Interests and hobbies:
								Fucking bitches, getting money,Relationship status:
							Open,Interested in:
							Guys and Girls,City and Country:
							Porn Town, US,Turn Ons:
								Kinky, confident, interesting, funny,Turn Offs:
								Closed-minded, predictable,Pornstar Profile Views:
								366,Career Status:
							Active
                        ,Career Start and End:
							
								 to
								Present							
						,Profile Views:
                                145,363,Videos Watched:
                                1,357,Joined:
                                2 years ago","1"
"Male Rose",NA,NA,NA,NA,NA,NA,NA,NA,"86,854","
				11730			",NA,"","0"
"Sindi Star",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"93,692","
				9565			","Weight:
							119 lbs (54 kg)","Birthplace:
							United States of America,Height:
							5 ft 7 in (170 cm),Weight:
							119 lbs (54 kg)","0"
"Klara Smetanova",NA,NA,NA,"Height:
							6 ft 0 in (183 cm)",NA,NA,NA,NA,"1,475,326","
				6914			","Weight:
							123 lbs (56 kg)","Born:
							1984-05-18,Birthplace:
							Czech Republic,Height:
							6 ft 0 in (183 cm),Weight:
							123 lbs (56 kg)","0"
"Sarah De Herdt",NA,NA,NA,NA,NA,NA,NA,NA,"331,663","
				7950			",NA,"","0"
"Gianna Love",NA,NA,NA,NA,NA,NA,NA,NA,"665,203","
				7113			",NA,"","0"
"Lisa Strokes",NA,NA,NA,NA,NA,NA,NA,NA,"578,129","
				10684			",NA,"","0"
"Hottie Hollie",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"424,366","
				9125			","Weight:
							121 lbs (55 kg)","Born:
							1984-12-12,Birthplace:
							Chatham, Ontario, Canada,Height:
							5 ft 6 in (168 cm),Weight:
							121 lbs (55 kg)","0"
"Paisley Parker",NA,NA,NA,"Height:
							5 ft 8 in (173 cm)",NA,NA,NA,NA,"909,165","
				3187			","Weight:
							134 lbs (61 kg)","Born:
							1995-12-08,Birthplace:
							Albany, New York, United States of America,Height:
							5 ft 8 in (173 cm),Weight:
							134 lbs (61 kg)","0"
"Carmel Cox",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"4,694,376","
				7913			",NA,"Birthplace:
							Liverpool, England, United Kingdom,Height:
							5 ft 4 in (163 cm)","0"
"Hikaru Ayami",NA,NA,NA,"Height:
							5 ft 0 in (152 cm)",NA,NA,NA,NA,"189,335","
				7523			",NA,"Born:
							1991-01-07,Birthplace:
							Japan,Height:
							5 ft 0 in (152 cm)","0"
"Courtney Dillon",NA,NA,NA,"Height:
							5 ft 10 in (178 cm)",NA,NA,NA,NA,"8,500","
				7383			","Weight:
							141 lbs (64 kg)","Born:
							1991-01-01,Birthplace:
							Colorado, United States of America,Height:
							5 ft 10 in (178 cm),Weight:
							141 lbs (64 kg)","0"
"Ashton Devine",NA,NA,NA,"Height:
							4 ft 11 in (150 cm)",NA,NA,NA,NA,"782,454","
				8042			","Weight:
							106 lbs (48 kg)","Birthplace:
							United States of America,Height:
							4 ft 11 in (150 cm),Weight:
							106 lbs (48 kg)","0"
"Ashley Bell",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"125,109","
				10553			","Weight:
							106 lbs (48 kg)","Born:
							1988-07-18,Birthplace:
							Florida, United States of America,Height:
							5 ft 3 in (160 cm),Weight:
							106 lbs (48 kg)","0"
"Yuno Love",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"5,739","
				7450			","Weight:
							119 lbs (54 kg)","Born:
							1995-05-18,Birthplace:
							Spain,Height:
							5 ft 6 in (168 cm),Weight:
							119 lbs (54 kg)","0"
"Kathy Fuckdoll",NA,NA,NA,"Height:
							5 ft 2 in (157 cm)",NA,NA,NA,NA,"25,930","
				6824			",NA,"Born:
							1986-12-04,Birthplace:
							Hungary,Height:
							5 ft 2 in (157 cm)","0"
"Linda Morgana",NA,NA,NA,NA,NA,NA,NA,NA,"9,001","
				10159			",NA,"","0"
"Luscious Kisses",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"727,408","
				8939			","Weight:
							134 lbs (61 kg)","Birthplace:
							Delaware, United States of America,Height:
							5 ft 5 in (165 cm),Weight:
							134 lbs (61 kg)","0"
"Leslie Love",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"476,131","
				10065			",NA,"Born:
							1985-11-07,Birthplace:
							United States of America,Height:
							5 ft 5 in (165 cm)","0"
"Madison Mason",NA,NA,NA,NA,NA,NA,NA,NA,"1,592,358","
				7529			",NA,"","0"
"Tyung Lee",NA,NA,NA,NA,NA,NA,NA,NA,"1,061,139","
				7918			",NA,"","0"
"Kyla King",NA,NA,NA,NA,NA,NA,NA,NA,"374,214","
				8713			",NA,"","0"
"Chloe Starr",NA,NA,NA,NA,NA,NA,NA,NA,"377,927","
				9484			",NA,"","0"
"Susan Snow",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"2,457,952","
				8731			","Weight:
							126 lbs (57 kg)","Born:
							1985-03-04,Birthplace:
							Prague, Praha, Czech Republic,Height:
							5 ft 6 in (168 cm),Weight:
							126 lbs (57 kg)","0"
"Renee Perez",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"4,006,072","
				7357			","Weight:
							128 lbs (58 kg)","Born:
							1984-12-08,Birthplace:
							Henderson, Nevada, United States of America,Height:
							5 ft 5 in (165 cm),Weight:
							128 lbs (58 kg)","0"
"Lisa Sommer",NA,NA,NA,NA,NA,NA,NA,NA,"166,795","
				9729			",NA,"Born:
							1974-07-31,Birthplace:
							Skelleftesterbottens, Sweden","0"
"Genevieve Sinn",NA,NA,NA,NA,NA,NA,NA,NA,"1,117,502","
				7125			",NA,"Birthplace:
							United States of America,Website:
							Official Site","0"
"Yaiza Del Mar",NA,NA,NA,NA,NA,NA,NA,NA,"685,647","
				7204			",NA,"","0"
"Karina Shay",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"23,063","
				7896			","Weight:
							132 lbs (60 kg)","Born:
							1989-10-30,Birthplace:
							Hungary,Height:
							5 ft 6 in (168 cm),Weight:
							132 lbs (60 kg)","0"
"Ally Brooks",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"542,124","
				11148			","Weight:
							126 lbs (57 kg)","Birthplace:
							Portland, Oregon, United States of America,Height:
							5 ft 4 in (163 cm),Weight:
							126 lbs (57 kg)","0"
"Delirious Hunter","Gender:
							Couple","Sep 20, 1986","Measurements:
								36B-28-39","Height:
								5 ft 6 in (168 cm)","Pornstar Profile Views:
								176,983","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        31.4K        ","
        25.6M        ","
                                                            
                                                    6769            ","Weight:
								139 lbs (63 kg)","Gender:
							Couple,Birthday:
							Sep 20, 1986,Age:
							32,Star Sign:
							Capricorn,Measurements:
								36B-28-39,Height:
								5 ft 6 in (168 cm),Weight:
								139 lbs (63 kg),Ethnicity:
								White,Background:
								American,Hair Color:
								Blonde,Tattoos:
							Yes,Interests and hobbies:
								Gaming, Cooking and Gardening,Relationship status:
							Open,Interested in:
							Guys and Girls,City and Country:
							springfield, US,Pornstar Profile Views:
								176,983,Career Status:
							Active
                        ,Career Start and End:
							
								 to
								Present							
						,Profile Views:
                                573,646,Videos Watched:
                                378,Joined:
                                4 years ago","1"
"Kaylani Cream",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"6,914,665","
				9024			","Weight:
							126 lbs (57 kg)","Born:
							1981-11-13,Birthplace:
							United States of America,Height:
							5 ft 5 in (165 cm),Weight:
							126 lbs (57 kg)","0"
"Addison Cain",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"296,603","
				8344			","Weight:
							115 lbs (52 kg)","Born:
							1987-12-31,Birthplace:
							Derby, Kansas, United States of America,Height:
							5 ft 6 in (168 cm),Weight:
							115 lbs (52 kg)","0"
"Alessandria Love",NA,NA,NA,NA,NA,NA,NA,NA,"272,061","
				10895			",NA,"","0"
"Taylor Chandler",NA,NA,NA,NA,NA,NA,NA,NA,"576,910","
				9164			",NA,"","0"
"Elli Taylor",NA,NA,NA,NA,NA,NA,NA,NA,"551,274","
				10835			",NA,"","0"
"Gabriela Sweet",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"73,498","
				10654			","Weight:
							115 lbs (52 kg)","Born:
							1986-06-09,Birthplace:
							Czech Republic,Height:
							5 ft 5 in (165 cm),Weight:
							115 lbs (52 kg)","0"
"Eva Clement",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"24,177","
				9697			","Weight:
							119 lbs (54 kg)","Birthplace:
							Paris, Ile-de-France, France,Height:
							5 ft 5 in (165 cm),Weight:
							119 lbs (54 kg)","0"
"River Starr",NA,NA,NA,NA,NA,NA,NA,NA,"34,968","
				9846			",NA,"","0"
"IbizaLuci","Gender:
							Female","Nov 11, 1991","Measurements:
								--",NA,"Pornstar Profile Views:
								122","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        1.6K        ","
        49.9K        ","
                                                            
                                                    7927            ",NA,"Gender:
							Female,Birthday:
							Nov 11, 1991,Age:
							27,Measurements:
								--,Interests and hobbies:
								Traveling, dancing, music, film, languages, sex.,Relationship status:
							Single,Interested in:
							Guys and Girls,City and Country:
							Europe / USA / Brazil, BR,Turn Ons:
								Open-minded people.,Turn Offs:
								Narrow-minded people.,Pornstar Profile Views:
								122,Career Status:
							Active
                        ,Career Start and End:
							
								 to
								Present							
						,Profile Views:
                                14,443,Videos Watched:
                                32,Joined:
                                3 years ago","1"
"Kimmie Morr",NA,NA,NA,NA,NA,NA,NA,NA,"1,403,765","
				7417			",NA,"","0"
"Jaylyn Rose",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"566,240","
				9439			","Weight:
							121 lbs (55 kg)","Born:
							1976-12-05,Birthplace:
							United States of America,Height:
							5 ft 6 in (168 cm),Weight:
							121 lbs (55 kg)","0"
"Natasha Voya",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"4,786,216","
				7848			","Weight:
							115 lbs (52 kg)","Born:
							1989-01-22,Birthplace:
							California, United States of America,Height:
							5 ft 7 in (170 cm),Weight:
							115 lbs (52 kg)","0"
"Nikita Blue",NA,NA,NA,NA,NA,NA,NA,NA,"1,432,007","
				8705			",NA,"","0"
"Tiffany Digivanni",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"529,222","
				8467			","Weight:
							119 lbs (54 kg)","Born:
							1986-01-26,Birthplace:
							United States of America,Height:
							5 ft 6 in (168 cm),Weight:
							119 lbs (54 kg)","0"
"Kelly Steele",NA,NA,NA,"Height:
							5 ft 11 in (180 cm)",NA,NA,NA,NA,"263,513","
				9992			","Weight:
							130 lbs (59 kg)","Born:
							1975-08-21,Birthplace:
							Canada,Height:
							5 ft 11 in (180 cm),Weight:
							130 lbs (59 kg)","0"
"Mya Dark",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"1,451,858","
				8281			","Weight:
							108 lbs (49 kg)","Born:
							1990-04-06,Birthplace:
							Russia,Height:
							5 ft 7 in (170 cm),Weight:
							108 lbs (49 kg)","0"
"Hannah Faith",NA,"1985-01-12",NA,"Height:
						5 ft 3 in (160 cm)",NA,NA,NA,NA,"145,035","
				7603			","Weight:
						82 lbs (37 kg)","Born:
						1985-01-12,Birthplace:
						Czech Republic,Height:
						5 ft 3 in (160 cm),Weight:
						82 lbs (37 kg)","0"
"Anna King",NA,NA,NA,NA,NA,NA,NA,NA,"48,540","
				6854			",NA,"","0"
"Caroline Eden",NA,NA,NA,NA,NA,NA,NA,NA,"933,720","
				8205			",NA,"","0"
"Shanna Ryder",NA,NA,NA,"Height:
							5 ft 10 in (178 cm)",NA,NA,NA,NA,"2,588,500","
				8406			","Weight:
							134 lbs (61 kg)","Born:
							1984-09-20,Birthplace:
							Montreal, Quebec, Canada,Height:
							5 ft 10 in (178 cm),Weight:
							134 lbs (61 kg)","0"
"Chrissy Taylor",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"241,824","
				9988			","Weight:
							126 lbs (57 kg)","Born:
							1983-04-23,Birthplace:
							San Diego, California, United States of America,Height:
							5 ft 6 in (168 cm),Weight:
							126 lbs (57 kg)","0"
"Shadow Cat",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"3,398,279","
				9383			","Weight:
							201 lbs (91 kg)","Birthplace:
							United States of America,Height:
							5 ft 7 in (170 cm),Weight:
							201 lbs (91 kg)","0"
"Juliana Pires",NA,NA,NA,NA,NA,NA,NA,NA,"98,564","
				7312			",NA,"Birthplace:
							Brazil","0"
"Sunny Marie",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"2,238,628","
				10485			","Weight:
							110 lbs (50 kg)","Birthplace:
							United States of America,Height:
							5 ft 4 in (163 cm),Weight:
							110 lbs (50 kg)","0"
"Angelina Del Mar",NA,NA,NA,NA,NA,NA,NA,NA,"742","
				15007			",NA,"","0"
"Ally Evans",NA,NA,NA,NA,NA,NA,NA,NA,"206,927","
				6925			",NA,"","0"
"Genesis Skye",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"4,794,154","
				6987			","Weight:
							121 lbs (55 kg)","Born:
							1984-05-17,Birthplace:
							Oconomowoc, Wisconsin, United States of America,Height:
							5 ft 5 in (165 cm),Weight:
							121 lbs (55 kg)","0"
